ticket_sales_sk,passenger_sk,booking_date_sk,booking_time_sk,route_sk,sales_context_sk,promotion_sk,booking_id,ticket_number,itinerary_id,allocated_base_fare,discount_amount,tax_amount,net_ticket_revenue,loyalty_points_earned,loyalty_points_redeemed
9139,2416,20251114,1802,21,32,0,BKG-004604,TICK-009139,ITI-004604,187000,0,21000,208000,21,0
9140,4647,20251108,1924,16,35,1,BKG-004605,TICK-009140,ITI-004605,350000,18000,37000,369000,37,0
9141,1728,20250616,1312,29,17,0,BKG-004606,TICK-009141,ITI-004606,451000,0,50000,501000,50,20
9142,1728,20250616,1312,30,17,0,BKG-004606,TICK-009142,ITI-004606,422000,0,46000,468000,47,0
9143,1728,20250616,1312,25,17,0,BKG-004606,TICK-009143,ITI-004606,321000,0,35000,356000,36,0
9144,3547,20251112,936,17,45,0,BKG-004607,TICK-009144,ITI-004607,110000,0,12000,122000,12,0
9145,3547,20251112,936,18,45,0,BKG-004607,TICK-009145,ITI-004607,294000,0,32000,326000,33,0
9146,3547,20251112,936,19,45,0,BKG-004607,TICK-009146,ITI-004607,112000,0,12000,124000,12,0
9147,1383,20250305,1042,2,32,0,BKG-004608,TICK-009147,ITI-004608,59000,0,6000,65000,6,0
9148,3853,20250223,1511,30,25,3,BKG-004609,TICK-009148,ITI-004609,281000,14000,29000,296000,30,0
9149,3853,20250223,1511,25,25,3,BKG-004609,TICK-009149,ITI-004609,267000,13000,28000,282000,28,0
9150,2055,20251205,2132,8,16,0,BKG-004610,TICK-009150,ITI-004610,155000,0,17000,172000,17,20
9151,1014,20250612,1237,2,36,0,BKG-004611,TICK-009151,ITI-004611,89000,0,10000,99000,10,0
9152,1014,20250612,1237,3,36,0,BKG-004611,TICK-009152,ITI-004611,83000,0,9000,92000,9,0
9153,3042,20250530,1400,18,25,2,BKG-004612,TICK-009153,ITI-004612,294000,29000,29000,294000,29,0
9154,3042,20250530,1400,19,25,2,BKG-004612,TICK-009154,ITI-004612,151000,15000,15000,151000,15,0
9155,2153,20251122,2019,3,45,3,BKG-004613,TICK-009155,ITI-004613,83000,4000,9000,88000,9,0
9156,2153,20251122,2019,4,45,3,BKG-004613,TICK-009156,ITI-004613,197000,10000,21000,208000,21,0
9157,3048,20251106,1237,21,36,2,BKG-004614,TICK-009157,ITI-004614,195000,20000,19000,194000,19,10
9158,3048,20251106,1237,22,36,2,BKG-004614,TICK-009158,ITI-004614,148000,15000,15000,148000,15,0
9159,4815,20250328,1826,19,8,1,BKG-004615,TICK-009159,ITI-004615,75000,4000,8000,79000,8,0
9160,4815,20250328,1826,30,8,1,BKG-004615,TICK-009160,ITI-004615,281000,14000,29000,296000,30,0
9161,4808,20250606,1058,23,15,0,BKG-004616,TICK-009161,ITI-004616,178000,0,20000,198000,20,0
9162,4808,20250606,1058,24,15,0,BKG-004616,TICK-009162,ITI-004616,348000,0,38000,386000,39,0
9163,3044,20250504,1043,3,9,0,BKG-004617,TICK-009163,ITI-004617,117000,0,13000,130000,13,0
9164,3044,20250504,1043,4,9,0,BKG-004617,TICK-009164,ITI-004617,131000,0,14000,145000,14,0
9165,3579,20251130,1233,8,12,0,BKG-004618,TICK-009165,ITI-004618,155000,0,17000,172000,17,0
9166,3579,20251130,1233,9,12,0,BKG-004618,TICK-009166,ITI-004618,199000,0,22000,221000,22,0
9167,1434,20250224,1102,7,35,0,BKG-004619,TICK-009167,ITI-004619,196000,0,22000,218000,22,0
9168,192,20251127,1240,2,33,3,BKG-004620,TICK-009168,ITI-004620,71000,4000,7000,74000,7,0
9169,192,20251127,1240,3,33,3,BKG-004620,TICK-009169,ITI-004620,104000,5000,11000,110000,11,0
9170,3117,20251013,1523,9,29,0,BKG-004621,TICK-009170,ITI-004621,207000,0,23000,230000,23,0
9171,3117,20251013,1523,28,29,0,BKG-004621,TICK-009171,ITI-004621,237000,0,26000,263000,26,0
9172,2898,20250701,1144,22,44,0,BKG-004622,TICK-009172,ITI-004622,222000,0,24000,246000,25,0
9173,2898,20250701,1144,23,44,0,BKG-004622,TICK-009173,ITI-004622,178000,0,20000,198000,20,0
9174,2075,20251121,1426,2,8,2,BKG-004623,TICK-009174,ITI-004623,71000,7000,7000,71000,7,0
9175,2075,20251121,1426,3,8,2,BKG-004623,TICK-009175,ITI-004623,104000,10000,10000,104000,10,0
9176,2075,20251121,1426,4,8,2,BKG-004623,TICK-009176,ITI-004623,157000,16000,16000,157000,16,0
9177,3580,20250713,1535,20,31,2,BKG-004624,TICK-009177,ITI-004624,178000,18000,18000,178000,18,0
9178,3580,20250713,1535,21,31,2,BKG-004624,TICK-009178,ITI-004624,234000,23000,23000,234000,23,0
9179,276,20250615,1539,22,36,0,BKG-004625,TICK-009179,ITI-004625,222000,0,24000,246000,25,0
9180,276,20250615,1539,23,36,0,BKG-004625,TICK-009180,ITI-004625,301000,0,33000,334000,33,0
9181,2143,20250509,1045,22,36,0,BKG-004626,TICK-009181,ITI-004626,148000,0,16000,164000,16,0
9182,4759,20241217,1448,20,45,1,BKG-004627,TICK-009182,ITI-004627,149000,7000,16000,158000,16,0
9183,594,20250521,747,26,48,0,BKG-004628,TICK-009183,ITI-004628,139000,0,15000,154000,15,0
9184,612,20250328,1538,22,4,0,BKG-004629,TICK-009184,ITI-004629,148000,0,16000,164000,16,0
9185,612,20250328,1538,23,4,0,BKG-004629,TICK-009185,ITI-004629,149000,0,16000,165000,16,0
9186,612,20250328,1538,24,4,0,BKG-004629,TICK-009186,ITI-004629,392000,0,43000,435000,44,0
9187,1698,20251113,1825,5,45,0,BKG-004630,TICK-009187,ITI-004630,339000,0,37000,376000,38,0
9188,1698,20251113,1825,6,45,0,BKG-004630,TICK-009188,ITI-004630,81000,0,9000,90000,9,0
9189,601,20251130,1539,23,33,0,BKG-004631,TICK-009189,ITI-004631,223000,0,25000,248000,25,0
9190,601,20251130,1539,24,33,0,BKG-004631,TICK-009190,ITI-004631,348000,0,38000,386000,39,0
9191,601,20251130,1539,25,33,0,BKG-004631,TICK-009191,ITI-004631,433000,0,48000,481000,48,0
9192,2524,20250601,1729,25,36,2,BKG-004632,TICK-009192,ITI-004632,433000,43000,43000,433000,43,20
9193,2524,20250601,1729,1,36,2,BKG-004632,TICK-009193,ITI-004632,248000,25000,25000,248000,25,0
9194,3123,20251125,1747,7,36,0,BKG-004633,TICK-009194,ITI-004633,235000,0,26000,261000,26,0
9195,3123,20251125,1747,8,36,0,BKG-004633,TICK-009195,ITI-004633,155000,0,17000,172000,17,0
9196,1977,20250702,1754,18,26,2,BKG-004634,TICK-009196,ITI-004634,235000,24000,23000,234000,23,0
9197,469,20250912,757,15,36,1,BKG-004635,TICK-009197,ITI-004635,140000,7000,15000,148000,15,0
9198,469,20250912,757,16,36,1,BKG-004635,TICK-009198,ITI-004635,216000,11000,23000,228000,23,0
9199,469,20250912,757,17,36,1,BKG-004635,TICK-009199,ITI-004635,92000,5000,10000,97000,10,0
9200,3376,20250515,1003,18,5,1,BKG-004636,TICK-009200,ITI-004636,294000,15000,31000,310000,31,0
9201,2677,20250128,2153,22,25,2,BKG-004637,TICK-009201,ITI-004637,250000,25000,25000,250000,25,0
9202,2677,20250128,2153,23,25,2,BKG-004637,TICK-009202,ITI-004637,149000,15000,15000,149000,15,0
9203,2088,20250802,1842,1,32,0,BKG-004638,TICK-009203,ITI-004638,165000,0,18000,183000,18,0
9204,2088,20250802,1842,2,32,0,BKG-004638,TICK-009204,ITI-004638,59000,0,6000,65000,6,0
9205,34,20250719,753,25,24,0,BKG-004639,TICK-009205,ITI-004639,361000,0,40000,401000,40,0
9206,2707,20250131,1104,2,41,2,BKG-004640,TICK-009206,ITI-004640,59000,6000,6000,59000,6,0
9207,2707,20250131,1104,3,41,2,BKG-004640,TICK-009207,ITI-004640,87000,9000,9000,87000,9,0
9208,2707,20250131,1104,4,41,2,BKG-004640,TICK-009208,ITI-004640,221000,22000,22000,221000,22,0
9209,781,20250319,1836,22,24,0,BKG-004641,TICK-009209,ITI-004641,148000,0,16000,164000,16,0
9210,781,20250319,1836,23,24,0,BKG-004641,TICK-009210,ITI-004641,251000,0,28000,279000,28,0
9211,4163,20251221,1213,19,24,0,BKG-004642,TICK-009211,ITI-004642,90000,0,10000,100000,10,0
9212,4163,20251221,1213,30,24,0,BKG-004642,TICK-009212,ITI-004642,569000,0,63000,632000,63,0
9213,4163,20251221,1213,25,24,0,BKG-004642,TICK-009213,ITI-004642,257000,0,28000,285000,28,0
9214,4769,20250724,900,18,21,0,BKG-004643,TICK-009214,ITI-004643,245000,0,27000,272000,27,0
9215,4769,20250724,900,19,21,0,BKG-004643,TICK-009215,ITI-004643,126000,0,14000,140000,14,0
9216,3303,20250615,1036,3,48,0,BKG-004644,TICK-009216,ITI-004644,83000,0,9000,92000,9,0
9217,3303,20250615,1036,4,48,0,BKG-004644,TICK-009217,ITI-004644,157000,0,17000,174000,17,0
9218,4706,20250717,802,22,32,1,BKG-004645,TICK-009218,ITI-004645,178000,9000,19000,188000,19,0
9219,4706,20250717,802,23,32,1,BKG-004645,TICK-009219,ITI-004645,223000,11000,23000,235000,24,0
9220,4551,20250117,1417,8,37,0,BKG-004646,TICK-009220,ITI-004646,129000,0,14000,143000,14,0
9221,4551,20250117,1417,9,37,0,BKG-004646,TICK-009221,ITI-004646,165000,0,18000,183000,18,0
9222,2431,20250629,1440,11,36,0,BKG-004647,TICK-009222,ITI-004647,353000,0,39000,392000,39,0
9223,2431,20250629,1440,12,36,0,BKG-004647,TICK-009223,ITI-004647,106000,0,12000,118000,12,0
9224,3642,20251212,1342,16,21,0,BKG-004648,TICK-009224,ITI-004648,208000,0,23000,231000,23,0
9225,3642,20251212,1342,17,21,0,BKG-004648,TICK-009225,ITI-004648,82000,0,9000,91000,9,0
9226,2803,20251108,746,17,25,0,BKG-004649,TICK-009226,ITI-004649,65000,0,7000,72000,7,0
9227,1102,20251129,2104,20,32,0,BKG-004650,TICK-009227,ITI-004650,301000,0,33000,334000,33,0
9228,1102,20251129,2104,21,32,0,BKG-004650,TICK-009228,ITI-004650,187000,0,21000,208000,21,0
9229,3291,20241230,1204,13,36,2,BKG-004651,TICK-009229,ITI-004651,168000,17000,17000,168000,17,0
9230,3291,20241230,1204,14,36,2,BKG-004651,TICK-009230,ITI-004651,386000,39000,38000,385000,38,0
9231,3927,20251019,2126,2,29,0,BKG-004652,TICK-009231,ITI-004652,59000,0,6000,65000,6,0
9232,3927,20251019,2126,3,29,0,BKG-004652,TICK-009232,ITI-004652,70000,0,8000,78000,8,0
9233,466,20250630,1400,8,44,1,BKG-004653,TICK-009233,ITI-004653,262000,13000,27000,276000,28,0
9234,466,20250630,1400,9,44,1,BKG-004653,TICK-009234,ITI-004653,248000,12000,26000,262000,26,0
9235,3146,20250801,1503,7,9,0,BKG-004654,TICK-009235,ITI-004654,245000,0,27000,272000,27,0
9236,3146,20250801,1503,8,9,0,BKG-004654,TICK-009236,ITI-004654,129000,0,14000,143000,14,0
9237,3146,20250801,1503,9,9,0,BKG-004654,TICK-009237,ITI-004654,207000,0,23000,230000,23,0
9238,4159,20250615,824,27,12,0,BKG-004655,TICK-009238,ITI-004655,279000,0,31000,310000,31,0
9239,4159,20250615,824,28,12,0,BKG-004655,TICK-009239,ITI-004655,228000,0,25000,253000,25,0
9240,4159,20250615,824,15,12,0,BKG-004655,TICK-009240,ITI-004655,168000,0,18000,186000,19,0
9241,3420,20251119,1756,25,45,2,BKG-004656,TICK-009241,ITI-004656,321000,32000,32000,321000,32,0
9242,3420,20251119,1756,1,45,2,BKG-004656,TICK-009242,ITI-004656,198000,20000,20000,198000,20,0
9243,2866,20251121,1617,5,37,0,BKG-004657,TICK-009243,ITI-004657,271000,0,30000,301000,30,0
9244,2866,20251121,1617,6,37,0,BKG-004657,TICK-009244,ITI-004657,81000,0,9000,90000,9,0
9245,4421,20250330,705,5,40,0,BKG-004658,TICK-009245,ITI-004658,458000,0,50000,508000,51,20
9246,654,20250612,1353,15,13,0,BKG-004659,TICK-009246,ITI-004659,226000,0,25000,251000,25,0
9247,3245,20250302,1036,15,33,2,BKG-004660,TICK-009247,ITI-004660,140000,14000,14000,140000,14,0
9248,3142,20250923,1444,21,16,0,BKG-004661,TICK-009248,ITI-004661,156000,0,17000,173000,17,30
9249,3142,20250923,1444,22,16,0,BKG-004661,TICK-009249,ITI-004661,185000,0,20000,205000,20,0
9250,3142,20250923,1444,23,16,0,BKG-004661,TICK-009250,ITI-004661,149000,0,16000,165000,16,0
9251,3339,20251111,2051,2,44,1,BKG-004662,TICK-009251,ITI-004662,89000,4000,9000,94000,9,20
9252,3339,20251111,2051,3,44,1,BKG-004662,TICK-009252,ITI-004662,83000,4000,9000,88000,9,0
9253,3339,20251111,2051,4,44,1,BKG-004662,TICK-009253,ITI-004662,157000,8000,16000,165000,16,0
9254,351,20251004,1835,9,36,1,BKG-004663,TICK-009254,ITI-004663,165000,8000,17000,174000,17,0
9255,351,20251004,1835,28,36,1,BKG-004663,TICK-009255,ITI-004663,237000,12000,25000,250000,25,0
9256,3603,20251119,1200,10,22,0,BKG-004664,TICK-009256,ITI-004664,185000,0,20000,205000,20,0
9257,3603,20251119,1200,11,22,0,BKG-004664,TICK-009257,ITI-004664,218000,0,24000,242000,24,0
9258,3077,20251201,2056,27,37,1,BKG-004665,TICK-009258,ITI-004665,348000,17000,36000,367000,37,0
9259,2112,20250514,1427,18,12,0,BKG-004666,TICK-009259,ITI-004666,294000,0,32000,326000,33,0
9260,908,20250527,2003,18,38,0,BKG-004667,TICK-009260,ITI-004667,294000,0,32000,326000,33,0
9261,908,20250527,2003,19,38,0,BKG-004667,TICK-009261,ITI-004667,90000,0,10000,100000,10,0
9262,3569,20251013,1553,12,33,0,BKG-004668,TICK-009262,ITI-004668,110000,0,12000,122000,12,0
9263,3569,20251013,1553,13,33,0,BKG-004668,TICK-009263,ITI-004668,135000,0,15000,150000,15,0
9264,3703,20250322,754,5,28,0,BKG-004669,TICK-009264,ITI-004669,271000,0,30000,301000,30,0
9265,3703,20250322,754,6,28,0,BKG-004669,TICK-009265,ITI-004669,102000,0,11000,113000,11,0
9266,3703,20250322,754,7,28,0,BKG-004669,TICK-009266,ITI-004669,245000,0,27000,272000,27,0
9267,1427,20251029,819,21,32,0,BKG-004670,TICK-009267,ITI-004670,264000,0,29000,293000,29,0
9268,1427,20251029,819,22,32,0,BKG-004670,TICK-009268,ITI-004670,148000,0,16000,164000,16,0
9269,1427,20251029,819,23,32,0,BKG-004670,TICK-009269,ITI-004670,149000,0,16000,165000,16,0
9270,3466,20250226,2053,7,36,3,BKG-004671,TICK-009270,ITI-004671,196000,10000,20000,206000,21,0
9271,3466,20250226,2053,8,36,3,BKG-004671,TICK-009271,ITI-004671,129000,6000,14000,137000,14,0
9272,3466,20250226,2053,9,36,3,BKG-004671,TICK-009272,ITI-004671,165000,8000,17000,174000,17,0
9273,1347,20250316,1938,3,9,0,BKG-004672,TICK-009273,ITI-004672,70000,0,8000,78000,8,0
9274,1347,20250316,1938,4,9,0,BKG-004672,TICK-009274,ITI-004672,164000,0,18000,182000,18,0
9275,3942,20250206,2028,14,36,2,BKG-004673,TICK-009275,ITI-004673,386000,39000,38000,385000,38,0
9276,389,20250529,1036,12,27,1,BKG-004674,TICK-009276,ITI-004674,106000,5000,11000,112000,11,0
9277,389,20250529,1036,13,27,1,BKG-004674,TICK-009277,ITI-004674,162000,8000,17000,171000,17,0
9278,3274,20251115,2034,3,38,0,BKG-004675,TICK-009278,ITI-004675,87000,0,10000,97000,10,0
9279,3274,20251115,2034,4,38,0,BKG-004675,TICK-009279,ITI-004675,164000,0,18000,182000,18,0
9280,4760,20250509,1315,12,33,0,BKG-004676,TICK-009280,ITI-004676,132000,0,15000,147000,15,0
9281,4760,20250509,1315,13,33,0,BKG-004676,TICK-009281,ITI-004676,162000,0,18000,180000,18,0
9282,4760,20250509,1315,14,33,0,BKG-004676,TICK-009282,ITI-004676,275000,0,30000,305000,30,0
9283,2259,20250213,1004,13,33,0,BKG-004677,TICK-009283,ITI-004677,135000,0,15000,150000,15,0
9284,2259,20250213,1004,14,33,0,BKG-004677,TICK-009284,ITI-004677,286000,0,31000,317000,32,0
9285,1319,20250520,1309,19,19,0,BKG-004678,TICK-009285,ITI-004678,90000,0,10000,100000,10,0
9286,1319,20250520,1309,20,19,0,BKG-004678,TICK-009286,ITI-004678,178000,0,20000,198000,20,0
9287,2803,20250615,1321,9,1,2,BKG-004679,TICK-009287,ITI-004679,199000,20000,20000,199000,20,0
9288,2803,20250615,1321,28,1,2,BKG-004679,TICK-009288,ITI-004679,228000,23000,23000,228000,23,0
9289,3341,20250704,1426,4,31,0,BKG-004680,TICK-009289,ITI-004680,157000,0,17000,174000,17,0
9290,3341,20250704,1426,5,31,0,BKG-004680,TICK-009290,ITI-004680,407000,0,45000,452000,45,0
9291,2285,20250406,1003,17,9,0,BKG-004681,TICK-009291,ITI-004681,92000,0,10000,102000,10,30
9292,2285,20250406,1003,18,9,0,BKG-004681,TICK-009292,ITI-004681,245000,0,27000,272000,27,0
9293,2528,20250603,1000,15,45,1,BKG-004682,TICK-009293,ITI-004682,134000,7000,14000,141000,14,0
9294,2528,20250603,1000,16,45,1,BKG-004682,TICK-009294,ITI-004682,259000,13000,27000,273000,27,0
9295,2705,20251122,955,23,34,1,BKG-004683,TICK-009295,ITI-004683,223000,11000,23000,235000,24,0
9296,2705,20251122,955,24,34,1,BKG-004683,TICK-009296,ITI-004683,348000,17000,36000,367000,37,0
9297,3127,20251128,1612,13,25,0,BKG-004684,TICK-009297,ITI-004684,202000,0,22000,224000,22,0
9298,3127,20251128,1612,14,25,0,BKG-004684,TICK-009298,ITI-004684,343000,0,38000,381000,38,0
9299,3127,20251128,1612,15,25,0,BKG-004684,TICK-009299,ITI-004684,134000,0,15000,149000,15,0
9300,1417,20250703,916,27,45,0,BKG-004685,TICK-009300,ITI-004685,470000,0,52000,522000,52,0
9301,1417,20250703,916,10,45,0,BKG-004685,TICK-009301,ITI-004685,277000,0,30000,307000,31,0
9302,1417,20250703,916,11,45,0,BKG-004685,TICK-009302,ITI-004685,209000,0,23000,232000,23,0
9303,4720,20251110,835,10,35,0,BKG-004686,TICK-009303,ITI-004686,185000,0,20000,205000,20,0
9304,4720,20251110,835,11,35,0,BKG-004686,TICK-009304,ITI-004686,174000,0,19000,193000,19,0
9305,257,20251202,2000,7,34,2,BKG-004687,TICK-009305,ITI-004687,294000,29000,29000,294000,29,0
9306,257,20251202,2000,8,34,2,BKG-004687,TICK-009306,ITI-004687,155000,16000,15000,154000,15,0
9307,257,20251202,2000,9,34,2,BKG-004687,TICK-009307,ITI-004687,199000,20000,20000,199000,20,0
9308,4831,20251031,1814,17,48,0,BKG-004688,TICK-009308,ITI-004688,55000,0,6000,61000,6,0
9309,4831,20251031,1814,18,48,0,BKG-004688,TICK-009309,ITI-004688,245000,0,27000,272000,27,0
9310,4512,20251109,1754,4,22,0,BKG-004689,TICK-009310,ITI-004689,164000,0,18000,182000,18,10
9311,4512,20251109,1754,5,22,0,BKG-004689,TICK-009311,ITI-004689,271000,0,30000,301000,30,0
9312,1144,20250627,1835,13,28,0,BKG-004690,TICK-009312,ITI-004690,162000,0,18000,180000,18,0
9313,1144,20250627,1835,14,28,0,BKG-004690,TICK-009313,ITI-004690,275000,0,30000,305000,30,0
9314,659,20251206,1423,19,26,0,BKG-004691,TICK-009314,ITI-004691,90000,0,10000,100000,10,0
9315,659,20251206,1423,30,26,0,BKG-004691,TICK-009315,ITI-004691,569000,0,63000,632000,63,0
9316,2118,20250309,2106,9,45,3,BKG-004692,TICK-009316,ITI-004692,165000,8000,17000,174000,17,0
9317,2118,20250309,2106,10,45,3,BKG-004692,TICK-009317,ITI-004692,231000,12000,24000,243000,24,0
9318,2118,20250309,2106,11,45,3,BKG-004692,TICK-009318,ITI-004692,218000,11000,23000,230000,23,0
9319,143,20250602,1757,26,37,1,BKG-004693,TICK-009319,ITI-004693,111000,6000,12000,117000,12,0
9320,143,20250602,1757,27,37,1,BKG-004693,TICK-009320,ITI-004693,348000,17000,36000,367000,37,0
9321,143,20250602,1757,10,37,1,BKG-004693,TICK-009321,ITI-004693,222000,11000,23000,234000,23,0
9322,3270,20250807,1705,23,5,0,BKG-004694,TICK-009322,ITI-004694,186000,0,20000,206000,21,0
9323,3270,20250807,1705,24,5,0,BKG-004694,TICK-009323,ITI-004694,290000,0,32000,322000,32,0
9324,564,20250723,1841,3,45,2,BKG-004695,TICK-009324,ITI-004695,70000,7000,7000,70000,7,0
9325,564,20250723,1841,4,45,2,BKG-004695,TICK-009325,ITI-004695,131000,13000,13000,131000,13,0
9326,1828,20250628,839,3,32,0,BKG-004696,TICK-009326,ITI-004696,104000,0,11000,115000,12,0
9327,1828,20250628,839,4,32,0,BKG-004696,TICK-009327,ITI-004696,157000,0,17000,174000,17,0
9328,1828,20250628,839,5,32,0,BKG-004696,TICK-009328,ITI-004696,407000,0,45000,452000,45,0
9329,3500,20250207,1442,22,33,0,BKG-004697,TICK-009329,ITI-004697,148000,0,16000,164000,16,0
9330,3500,20250207,1442,23,33,0,BKG-004697,TICK-009330,ITI-004697,251000,0,28000,279000,28,0
9331,3500,20250207,1442,24,33,0,BKG-004697,TICK-009331,ITI-004697,232000,0,26000,258000,26,0
9332,3223,20250721,1451,24,39,1,BKG-004698,TICK-009332,ITI-004698,279000,14000,29000,294000,29,0
9333,1,20250717,1321,21,23,0,BKG-004699,TICK-009333,ITI-004699,195000,0,21000,216000,22,0
9334,3025,20250627,1110,13,33,0,BKG-004700,TICK-009334,ITI-004700,202000,0,22000,224000,22,0
9335,3025,20250627,1110,14,33,0,BKG-004700,TICK-009335,ITI-004700,275000,0,30000,305000,30,0
9336,3025,20250627,1110,15,33,0,BKG-004700,TICK-009336,ITI-004700,134000,0,15000,149000,15,0
9337,4163,20250724,736,22,28,2,BKG-004701,TICK-009337,ITI-004701,250000,25000,25000,250000,25,0
9338,4163,20250724,736,23,28,2,BKG-004701,TICK-009338,ITI-004701,186000,19000,18000,185000,18,0
9339,2186,20251217,1131,14,43,0,BKG-004702,TICK-009339,ITI-004702,275000,0,30000,305000,30,0
9340,2222,20250603,1627,8,45,0,BKG-004703,TICK-009340,ITI-004703,155000,0,17000,172000,17,0
9341,1833,20250613,1622,22,17,0,BKG-004704,TICK-009341,ITI-004704,222000,0,24000,246000,25,0
9342,1833,20250613,1622,23,17,0,BKG-004704,TICK-009342,ITI-004704,178000,0,20000,198000,20,0
9343,3445,20251108,1837,24,21,1,BKG-004705,TICK-009343,ITI-004705,470000,24000,49000,495000,50,0
9344,3445,20251108,1837,25,21,1,BKG-004705,TICK-009344,ITI-004705,257000,13000,27000,271000,27,0
9345,4767,20250730,1938,23,41,2,BKG-004706,TICK-009345,ITI-004706,251000,25000,25000,251000,25,0
9346,4767,20250730,1938,24,41,2,BKG-004706,TICK-009346,ITI-004706,290000,29000,29000,290000,29,0
9347,1789,20241229,1225,22,33,0,BKG-004707,TICK-009347,ITI-004707,148000,0,16000,164000,16,0
9348,823,20250720,1056,6,40,0,BKG-004708,TICK-009348,ITI-004708,98000,0,11000,109000,11,0
9349,1028,20250315,1319,22,43,0,BKG-004709,TICK-009349,ITI-004709,148000,0,16000,164000,16,30
9350,1028,20250315,1319,23,43,0,BKG-004709,TICK-009350,ITI-004709,186000,0,20000,206000,21,0
9351,4427,20251007,1132,5,38,3,BKG-004710,TICK-009351,ITI-004710,339000,17000,35000,357000,36,0
9352,4427,20251007,1132,6,38,3,BKG-004710,TICK-009352,ITI-004710,81000,4000,8000,85000,8,0
9353,1173,20250616,1335,7,32,0,BKG-004711,TICK-009353,ITI-004711,294000,0,32000,326000,33,0
9354,1173,20250616,1335,8,32,0,BKG-004711,TICK-009354,ITI-004711,262000,0,29000,291000,29,0
9355,1173,20250616,1335,9,32,0,BKG-004711,TICK-009355,ITI-004711,199000,0,22000,221000,22,0
9356,2291,20250624,718,19,33,2,BKG-004712,TICK-009356,ITI-004712,90000,9000,9000,90000,9,30
9357,2291,20250624,718,30,33,2,BKG-004712,TICK-009357,ITI-004712,337000,34000,33000,336000,34,0
9358,1286,20250202,924,15,33,1,BKG-004713,TICK-009358,ITI-004713,140000,7000,15000,148000,15,0
9359,1286,20250202,924,16,33,1,BKG-004713,TICK-009359,ITI-004713,216000,11000,23000,228000,23,0
9360,2946,20250611,1916,7,9,2,BKG-004714,TICK-009360,ITI-004714,294000,29000,29000,294000,29,0
9361,2946,20250611,1916,8,9,2,BKG-004714,TICK-009361,ITI-004714,194000,19000,19000,194000,19,0
9362,247,20251115,801,17,10,1,BKG-004715,TICK-009362,ITI-004715,110000,6000,11000,115000,12,0
9363,247,20251115,801,18,10,1,BKG-004715,TICK-009363,ITI-004715,294000,15000,31000,310000,31,0
9364,951,20250403,2159,17,9,0,BKG-004716,TICK-009364,ITI-004716,55000,0,6000,61000,6,0
9365,951,20250403,2159,18,9,0,BKG-004716,TICK-009365,ITI-004716,330000,0,36000,366000,37,0
9366,951,20250403,2159,19,9,0,BKG-004716,TICK-009366,ITI-004716,94000,0,10000,104000,10,0
